1,82,Games,10.224899,7.342975,2,360,200,363.888889,29.925926,0,61.925926,2,1055.732,'1920x1200',55,22,women,3
2,83,Games,12.853567,8.065627,3,360,800,452.777778,29.962963,0,63.407407,3,2196.701,'1920x1200',60,20,men,4
3,73,Movies,6.422284,5.874106,0,360,200,1412,0,1,0,4,1197.139,'1920x1200',50,26,women,1
4,22,Sports,18.991296,9.298579,3,720,400,2217.666667,26.37037,12.333333,39.296296,12.222222,823.512,'1920x1200',11,26,men,2
5,52,Cartoons,7.801983,6.488763,1,720,400,3108.333333,29.888889,0,43.518519,1,1676.742,'1920x1200',33,26,women,5
6,31,Documentary,5.395673,5.323968,0,360,200,766,0,0,0,3,1152.22,'1920x1200',18,25,men,1
7,22,Sports,18.991296,9.298579,3,720,400,1830.777778,29.814815,0,43.62963,1,2045.306,'1920x1200',11,26,men,3
8,81,Games,12.242662,7.911825,2,360,200,926.666667,31.222222,1,63.555556,3,1967.719,'1366x768',53,26,women,3
9,32,Documentary,12.654186,8.016249,3,480,800,852.444444,29.925926,0,52,3,1844.696,'1366x768',20,22,men,4
10,63,Lessons,2.1826,2.465266,0,480,400,1545,0,0,0,3,759.317,'1366x768',42,28,men,1
11,72,Movies,8.762863,6.855607,1,360,200,476,0,0,0,3,665.723,'1366x768',45,26,women,1
12,13,News,5.411191,5.333039,0,480,400,1135.888889,29.888889,0,55.740741,3,1082.186,'1366x768',4,21,women,4
13,42,Music,0.854643,-0.496113,0,720,1000,3350.222222,30.481481,0,44.037037,1,1501.158,'1920x1200',28,21,men,5
14,43,Music,8.638524,6.810469,1,360,200,700.888889,29.740741,0,52.814815,2,1649.248,'1920x1200',29,29,men,5
15,21,Sports,17.373651,9.01739,3,1080,1000,3144.666667,29.814815,0,43.296296,2,1898.981,'1920x1200',8,24,men,5
16,82,Games,10.224899,7.342975,2,360,200,446.888889,29.592593,0,61.555556,3,2215.695,'1920x1200',56,26,men,4
17,52,Cartoons,7.801983,6.488763,1,720,1000,1353.777778,29.740741,0,43.62963,1,1360.102,'1920x1200',33,26,women,4
19,61,Lessons,0.554102,-1.864802,0,720,1000,1762.222222,29.814815,0,43.296296,1,1509.289,'1920x1200',37,31,women,5
20,73,Movies,6.422284,5.874106,0,360,200,1381,0,0,0,3,1075.226,'1920x1200',50,26,women,1
21,13,News,5.411191,5.333039,0,240,800,364.555556,29.962963,0,38.333333,2,1145.913,'1920x1200',5,30,men,2
22,52,Cartoons,7.801983,6.488763,1,1080,400,2820.777778,30.074074,0,43.925926,1,720.411,'1920x1200',33,26,women,3
23,53,Cartoons,9.197309,7.008442,2,720,400,2687.888889,29.703704,0,43.814815,1,775.245,'1920x1200',35,22,men,4
24,63,Lessons,2.1826,2.465266,0,144,400,75,10,0,21.518519,0,1048.711,'1366x768',42,28,men,2
25,13,News,5.411191,5.333039,0,240,200,421.222222,30,0,38.333333,2,1059.444,'1920x1200',5,30,men,2
26,31,Documentary,5.395673,5.323968,0,240,200,500.333333,30,0,38.296296,2,2359.543,'1920x1200',18,25,men,3
27,51,Cartoons,5.227554,5.223989,0,1080,1000,2932.666667,30.074074,0,44.037037,1,1488.966,'1366x768',31,25,men,5
28,82,Games,10.224899,7.342975,2,360,200,1303,0,0,0,3,1084.017,'1920x1200',56,26,men,1
29,42,Music,0.854643,-0.496113,0,1080,1000,1841.777778,29.703704,1,43.814815,1,636.964,'1920x1200',28,21,men,5
30,12,News,4.738729,4.913904,0,240,200,306.666667,30,0,38.333333,2,1709.972,'1366x768',2,21,men,2
31,73,Movies,6.422284,5.874106,0,360,200,444.777778,30.925926,0,62.962963,2,1648.615,'1920x1200',50,26,women,4
32,53,Cartoons,9.197309,7.008442,2,1080,1000,1905.444444,29.740741,1,43.962963,7,2783.17,'1920x1200',35,22,men,3
33,82,Games,10.224899,7.342975,2,360,200,790.555556,31.074074,0,44.962963,3,1695.074,'1920x1200',56,26,men,3
34,22,Sports,18.991296,9.298579,3,360,800,204,29.888889,0,69.185185,2,2498.275,'1920x1200',11,26,men,3
35,73,Movies,6.422284,5.874106,0,360,200,851,30.518519,0,64.62963,3,3558.904,'1920x1200',51,25,men,3
36,51,Cartoons,5.227554,5.223989,0,240,200,186.333333,30,0,38.333333,4,1068.687,'1366x768',31,25,men,2
37,23,Sports,9.884659,7.236085,2,1080,1000,2846.888889,29.925926,2,43.888889,6,1873.029,'1920x1200',14,24,men,3
38,81,Games,12.242662,7.911825,2,360,200,1105.333333,30.444444,0,49.222222,3,1944.497,'1366x768',53,26,women,2
39,13,News,5.411191,5.333039,0,240,200,364.111111,30,0,38.333333,2,501.396,'1920x1200',5,30,men,2
41,81,Games,12.242662,7.911825,2,360,200,450,29.518519,0,61.555556,3,2196.213,'1366x768',53,26,women,4
42,72,Movies,8.762863,6.855607,1,144,100,87.111111,1.074074,21.888889,21.925926,0,2709.572,'1366x768',45,26,women,1
43,82,Games,10.224899,7.342975,2,360,400,806.888889,29.814815,0,53.666667,2,767.627,'1920x1200',56,26,men,4
44,53,Cartoons,9.197309,7.008442,2,1080,1000,3108.333333,29.851852,0,43.555556,1,1615.395,'1920x1200',35,22,men,5
45,23,Sports,9.884659,7.236085,2,1080,1000,2744.666667,29.740741,0,43.777778,2,1873.946,'1920x1200',15,30,women,5
46,83,Games,12.853567,8.065627,3,360,800,902.555556,29.740741,0,57.333333,2,2834.217,'1920x1200',60,20,men,5
47,13,News,5.411191,5.333039,0,360,400,744.666667,29.925926,0,65.62963,2,1101.961,'1920x1200',5,30,men,4
48,43,Music,8.638524,6.810469,1,1080,2000,1590.666667,30.259259,0,44.037037,1,1365.792,'1920x1200',29,29,men,5
49,33,Documentary,9.539713,7.123893,2,720,400,3824.666667,29.740741,0,43.777778,1,718.762,'1920x1200',23,26,women,5
50,72,Movies,8.762863,6.855607,1,1080,1000,1888.888889,20.666667,3.666667,30,7,962.772,'1366x768',45,26,women,2
51,61,Lessons,0.554102,-1.864802,0,720,400,424.333333,28.740741,0,42.037037,1,2321.19,'1920x1200',37,31,women,3
52,43,Music,8.638524,6.810469,1,480,400,770.333333,29.777778,0,58.407407,2,2709.757,'1920x1200',29,29,men,4
53,21,Sports,17.373651,9.01739,3,240,200,351.333333,30,0,38.333333,2,1539.965,'1920x1200',8,24,men,3
54,32,Documentary,12.654186,8.016249,3,480,1000,758.888889,29.925926,0,65.62963,2,1087.739,'1366x768',20,22,men,5
55,53,Cartoons,9.197309,7.008442,2,1080,1000,3093,29.814815,2,43.296296,2,1735.862,'1920x1200',35,22,men,2
56,81,Games,12.242662,7.911825,2,360,200,2730,0,0,0,3,659.714,'1366x768',53,26,women,1
57,62,Lessons,1.94143,2.095431,0,720,400,2086.888889,15.777778,18.444444,24.037037,13,1121.206,'1920x1200',38,38,men,2
58,33,Documentary,9.539713,7.123893,2,1080,1000,1869.555556,29.888889,0,43.518519,1,1795.355,'1920x1200',23,26,women,5
59,53,Cartoons,9.197309,7.008442,2,480,400,616.444444,30.814815,0,70.074074,2,1542.743,'1920x1200',35,22,men,3
60,12,News,4.738729,4.913904,0,360,1000,1005.333333,31.074074,0,83.074074,3,1497.37,'1366x768',2,21,men,3
61,22,Sports,18.991296,9.298579,3,720,400,1065.222222,29.851852,0,43.888889,2,1927.305,'1920x1200',11,26,men,4
62,41,Music,12.175866,7.894544,2,240,400,318.222222,30,0,38.333333,4,1044.682,'1366x768',26,36,men,2
63,82,Games,10.224899,7.342975,2,360,400,810.555556,29.518519,0,42.37037,3,2808.765,'1920x1200',57,24,men,3
64,73,Movies,6.422284,5.874106,0,360,200,803.111111,29.814815,0,53.62963,2,2588.182,'1920x1200',51,25,men,4
65,71,Movies,5.412067,5.33355,0,144,200,78.777778,10,1,21.888889,0,1907.431,'1366x768',43,26,men,3
66,83,Games,12.853567,8.065627,3,360,200,2687.666667,29.777778,0,43.703704,1,1189.86,'1920x1200',60,20,men,5
67,22,Sports,18.991296,9.298579,3,1080,1000,1597,29.555556,0.333333,43.555556,1,2369.357,'1920x1200',12,22,men,3
69,42,Music,0.854643,-0.496113,0,720,400,3283.222222,30.148148,0,44.037037,1,1467.713,'1920x1200',28,21,men,4
71,31,Documentary,5.395673,5.323968,0,240,200,345.111111,30,0,38.333333,2,1633.408,'1920x1200',18,25,men,2
72,13,News,5.411191,5.333039,0,144,200,90.555556,10,1,21.888889,0,540.586,'1920x1200',5,30,men,2
